Time,E1,E2,E3,E4,E5,E6,E7
8.73,-6.1,-3.5,-7.1,-0.8,12.9,-6.5,-5.8
8.7333,-7.6,-2.6,-8.7,0.6,6.8,-11.3,-7.7
8.7367,-7.5,-1.1,-8.5,0.9,-0.6,-17.9,-9
8.74,-5.4,1.6,-5.2,1.1,-4.8,-21.5,-8.3
8.7433,-2.1,5.3,1,2.5,-3.9,-19.4,-5.5
8.7467,1.8,8.3,8,5.6,0.6,-12.6,-1.1
8.75,6.5,9.4,13,8.8,5.2,-5.2,3.8
8.7533,12.3,8.9,14.4,10.5,6.9,-1.1,8.4
8.7567,19.1,8,12.3,9.8,5.6,-1.3,11.9
8.76,25.1,8.4,8.5,7.6,3.1,-3.5,14
8.7633,27.9,10.4,4.8,5.9,2,-4.6,14.5
8.7667,25.9,12.9,2.6,5.9,3.2,-3.1,13.8
8.77,20.3,14.5,2.2,6.9,5.8,0,12.7
8.7733,14.4,14.5,3.2,7,8.1,2.1,12.1
8.7767,12.2,13.5,5,5.5,8.6,1.6,12.1
8.78,14.9,12.4,6.9,3.3,7.5,-1,12.4
8.7833,20.9,11.9,8.4,2.4,5.9,-3.7,12.3
8.7867,26.3,12.1,9.3,4,5.4,-4.3,11.9
8.79,28.3,12.5,9.9,7.3,6.4,-1.9,11.8
8.7933,26.7,12.6,10.5,10.5,8.2,2.2,12.9
8.7967,23.9,12.2,11.2,12,9.6,5.7,15.1
8.8,22.1,10.9,11,11.6,9.4,6.3,16.9
8.8033,22.1,8.5,9.2,10.1,7.7,3.7,16.7
8.8067,22.7,5.4,5.8,8.4,5.5,-0.5,14.1
8.81,22.4,3.1,2.3,7.1,4.3,-3.6,10.8
8.8133,20.3,2.9,0.7,6,4.5,-3.6,9.1
8.8167,16.7,5,1.8,5.2,5.4,-0.8,10.1
8.82,11.6,7.4,4.1,4.4,5.5,2.3,12.1
8.8233,5,7,4.5,3.6,4.1,2.6,11.6
8.8267,-3.1,1.9,0.9,2.4,1.9,-1.2,6.9
8.83,-10.9,-6.5,-5.8,0.5,0.4,-7.4,-0.9
8.8333,-15.4,-13.9,-12,-2,1,-12.6,-7.5
8.8367,-14.2,-16.3,-14.1,-4.6,3.2,-14.2,-9.4
8.84,-7.2,-12.9,-11.2,-6.1,5.6,-12.1,-6.2
8.8433,2.2,-6.6,-5.5,-5.6,6.4,-8.9,-1
8.8467,9.8,-2,-0.8,-2.9,5.1,-7.3,2
8.85,13.3,-1.7,1,1,2.8,-7.9,1.4
8.8533,13.5,-4.5,1.1,4.5,1.1,-9,-0.6
8.8567,13.3,-6.6,1.7,6.3,0.8,-8.2,-0.7
8.86,14.4,-4.7,4.7,6.1,1.4,-5,2.6
8.8633,16.5,1.1,9.5,4.7,1.9,-1.4,7.7
8.8667,18,8.1,14,3.7,1.5,0.1,10.9
8.87,17.8,12.6,16.5,4.2,0.5,-1.5,10.4
8.8733,16.9,12.7,17,6.2,0.2,-4.7,6.9
8.8767,16.5,9.1,16.1,8.7,1.5,-6.5,3.6
8.88,17.1,3.6,14.2,10,4.2,-5.2,2.6
8.8833,17.1,-1.6,11,9.2,7.1,-1.6,3.9
8.8867,14.9,-5.5,6.1,6.1,8.7,1.6,5.2
8.89,10.3,-7.5,0.3,1.9,8.3,1.9,5
8.8933,5.2,-7.8,-4.8,-1.4,6.3,-0.8,3.5
8.8967,1.9,-6.8,-7.6,-2.6,4.4,-4.5,2.1
8.9,1,-5.6,-8.1,-1.4,4.3,-6.9,2.3
8.9033,0.1,-5.6,-7.3,0.8,6.6,-7.4,3.5
8.9067,-3.7,-7.4,-6.4,2.5,10.1,-7.1,4
8.91,-11.6,-10.5,-5.6,3.3,12.9,-8.2,2.1
8.9133,-20.9,-13.1,-4.9,3.7,12.7,-11.5,-1.7
8.9167,-27,-13.7,-4.4,4.7,9.2,-15.8,-5.3
8.92,-25.5,-11.7,-5.2,6.2,3.6,-18.5,-6.1
8.9233,-15.7,-8.2,-8.3,7,-1.7,-17.8,-2.8
8.9267,-0.8,-4.2,-12.6,6.4,-4.3,-13.4,3.8
8.93,13.3,0,-14.8,4.9,-3.5,-6.9,11.6
8.9333,21.3,4.7,-11,4.1,-0.2,-0.9,18.4
8.9367,21.1,10.1,-0.4,5.7,3.6,3,22.6
8.94,14,15.4,13.1,9.5,6.5,4.5,24.1
8.9433,4.5,18.7,23.1,13.6,7.7,4.4,23.4
8.9467,-2.3,18.4,25,16.2,7.2,3.6,21.6
8.95,-3.7,15,19.6,16.5,5.5,2.5,19.8
8.9533,-0.5,11,12.6,15.8,2.9,1.5,18.9
8.9567,4.4,9.6,9.2,15.7,0.5,1.1,19.3
8.96,7.7,12.5,10.5,16.5,-0.2,2.2,21.4
8.9633,8.5,19.2,12.4,16.9,2,5.2,25
8.9667,8.2,27.2,10.2,14.9,6.7,9.5,29.7
8.97,8.3,33.6,3.5,10.3,11.6,12.7,34.3
8.9733,8.6,36.3,-3.1,5.3,13.5,12.4,37.1
8.9767,6.9,35.1,-4.4,2.9,11.4,8,36.9
8.98,1.5,31.6,0.4,4.3,6.7,1.6,34.1
8.9833,-6.8,28.6,6.2,7.8,3.3,-2.9,30.6
8.9867,-14.2,29,6.9,10.3,3.7,-2.7,29.3
8.99,-17.2,33.8,1.7,9.8,7.4,1.8,31.6
8.9933,-15.3,41.8,-3.3,7.7,10.6,6.5,36.4
8.9967,-11.8,49.1,0.1,7.4,9.1,7.4,40.2
9,-10.9,51.4,13.6,11,2.5,2.9,39.9
9.0033,-14.5,47.2,30,16.9,-5.6,-4.3,35.1
9.0067,-20.1,38.6,37.7,21.3,-9.7,-9,28.7
9.01,-23.1,30.9,30.8,21.1,-7,-8.2,24.7
9.0133,-20.5,28.9,14.4,17.2,0.4,-2.8,25.4
9.0167,-13.3,33.3,0.9,13.3,7,2.9,29.4
9.02,-4.9,40.6,0.4,12.7,7.8,5.1,33.1
9.0233,1.6,45.2,12.2,15.5,2.8,3,33.5
9.0267,5.5,43.5,25.7,18.7,-3.9,-0.4,30.3
9.03,8,36,29.1,19.1,-6.9,-1.6,25.8
9.0333,10.1,26.5,19.2,15.9,-4,0.5,22.1
9.0367,11.3,19.2,3.3,11.7,2.5,3.5,19.6
9.04,10.2,15.8,-7,9.4,7.8,4.2,16.9
9.0433,6.6,15.7,-6,10.3,8.8,1.2,12.8
9.0467,2.4,16.5,2.6,12.8,6.3,-3.2,8
9.05,0.1,16.6,9.9,14.2,3.4,-6.1,4.1
9.0533,0.7,15.4,9.7,13.2,2.8,-5.9,2.4
9.0567,2.9,12.9,3.7,10.9,4.5,-4.2,2.3
9.06,4.7,9.5,-1.3,9.6,5.9,-3.6,2
9.0633,5.2,5.1,-0.5,10.2,4.9,-4.9,0.6
9.0667,5.4,0.2,4.1,11,1.8,-6.5,-0.8
9.07,6.5,-4,6.2,9.3,-0.9,-5.6,-0.2
9.0733,7.9,-5.8,0.9,4.1,-0.7,-1.5,3.2
9.0767,7.2,-4,-9,-1.6,2.5,3.1,7.3
9.08,2.5,1,-15.3,-3,5.7,4.2,8.7
9.0833,-5.2,7.1,-11.3,2.8,5.5,-0.2,5.4
9.0867,-11.2,10.9,2.3,13.8,0.7,-8.2,-0.8
9.09,-10.8,10.3,16.7,23.8,-6.5,-15.2,-5.3
9.0933,-2.6,5.3,22.5,26.9,-11.9,-17,-4.6
9.0967,9.2,-1.3,17.1,21.8,-12.7,-12.8,1.3
9.1,18.1,-5.6,6.8,12.8,-8.9,-5.6,8.4
9.1033,19.6,-5.2,0.7,6.1,-3.3,0.7,11.9
9.1067,14.8,-0.8,2.6,5.2,0.9,3.9,10.2
9.11,8.9,4,7.9,8,2.6,4.3,5.1
9.1133,6.7,5.4,8.3,9.7,2.4,3.4,0.5
9.1167,8.6,2.3,0.6,7.5,1.6,2,-1.3
9.12,11,-3.2,-9.9,3.1,0.6,-0.1,-0.8
9.1233,9.9,-7.7,-13.5,1.4,-1.3,-3.5,-0.5
9.1267,4.2,-9.6,-5.6,5.3,-4.5,-7.8,-2.5
9.13,-2.8,-9.8,7.8,12.7,-8.2,-11.7,-6.1
9.1333,-6.2,-10.3,14.5,17.6,-10.4,-13.6,-9.4
9.1367,-3.7,-11.4,6,14.7,-9.8,-13.4,-10
9.14,3.1,-11.1,-13.9,4.5,-7.1,-12.3,-8
9.1433,9.3,-7.5,-31.7,-6.7,-4.7,-12.3,-5.3
9.1467,10.3,-1.5,-34.7,-11.6,-4.7,-13.9,-4.6
9.15,4.9,2.5,-21.6,-8.3,-7.2,-16.1,-7.3
9.1533,-5,-0.4,-4,-0.8,-10,-17.4,-13.1
9.1567,-15.3,-11.1,3.3,4,-10.4,-16.7,-19.9
9.16,-22.4,-25.3,-6.3,2.6,-8.1,-15,-25.4
9.1633,-24.4,-35.7,-25.6,-2.1,-5,-13.8,-28.2
9.1667,-21.3,-37.4,-39.7,-4.4,-3.8,-14.1,-28.1
9.17,-14.3,-30.7,-38.1,-0.7,-5.7,-15.3,-25.6
9.1733,-5,-20,-21.4,7.4,-9.3,-15.5,-21.5
9.1767,5.2,-10.3,-0.5,14.7,-11.9,-13.4,-16.2
9.18,14.8,-3.7,12.4,16.8,-11.7,-9.2,-9.7
9.1833,22.3,0.6,12.5,13.8,-9.2,-4.9,-2.9
9.1867,25.9,3.3,3.7,9.2,-6.1,-2.3,2.6
9.19,24.3,4.3,-5.3,6.8,-3.9,-1.8,5.5
9.1933,17.7,2.4,-8,7.6,-3,-2,5.1
9.1967,8.6,-2.3,-4.1,9.8,-2.4,-1.4,2.8
9.2,1.3,-7.5,2.2,10.8,-1.5,0.4,0.4
9.2033,-0.9,-10.4,5.9,9.6,-0.4,2.3,-0.4
9.2067,2.4,-9.8,4.9,7.3,0.2,3.1,0.6
9.21,7.8,-7.3,0.5,5.8,-0.1,2.5,2.1
9.2133,10.6,-5.5,-4.2,6.1,-1.1,1.4,2.4
9.2167,7.8,-5.7,-7,7.5,-2.4,0.3,0.4
9.22,1.1,-6.7,-7.9,8.2,-4,-1.2,-3.3
9.2233,-5.5,-6.3,-8.2,7.4,-6.1,-4.3,-7.3
9.2267,-8.1,-3.8,-8.9,5.4,-8.6,-9.3,-10.1
9.23,-6.2,-0.9,-9.6,3.8,-10.7,-15.1,-11.2
9.2333,-2.7,-0.1,-8.9,3.9,-11.4,-19.3,-11.2
9.2367,-1.2,-2.4,-5.9,5.8,-10.2,-20.4,-11.2
9.24,-3.2,-5.8,-1.5,8.5,-7.6,-18.6,-11.7
9.2433,-7.6,-7.2,2.2,10.9,-4.7,-15.2,-11.5
9.2467,-12,-5,3.4,12.1,-2.5,-10.7,-8.9
9.25,-14.5,-0.5,1.8,12.1,-0.9,-4.5,-3.1
9.2533,-14.2,2.9,-1.1,11,0.2,3.7,4.3
9.2567,-10.7,2.9,-3.7,9.3,0.6,12,9.8
9.26,-3.6,0,-5.2,7.3,-0.8,16.1,10
9.2633,5.6,-2.7,-5.8,5.8,-4.2,12.8,4.9
9.2667,13.8,-2.1,-5.2,5.4,-8.4,3.5,-1.3
9.27,16.4,2.5,-2.7,6.3,-10.8,-4.9,-2.2
9.2733,11.2,8.3,1.5,8,-9.1,-4.4,5.8
9.2767,0.6,11.4,5.6,9.3,-3.4,7.5,20.5
9.28,-8.9,9.3,5.9,9.2,3.2,25,34.2
9.2833,-11.3,3.2,0.4,7.5,7.1,37.1,38
9.2867,-5.5,-3.5,-9.3,5,6,34.7,28.5
9.29,3.4,-7,-17.3,3,1.1,18.2,10
9.2933,8.6,-6,-18.1,2.9,-4.2,-3.3,-8.2
9.2967,6.4,-2.2,-10.8,4.7,-6.9,-18.4,-17.9
9.3,0.1,1.1,-0.9,7,-6.6,-21.5,-17.5
9.3033,-3.9,1.7,4.2,8.1,-4.9,-16.4,-12.8
9.3067,-0.4,-0.2,0.3,7.4,-4.4,-12.1,-12
9.31,9.4,-2.3,-9.5,5.8,-6.1,-15,-19.5
9.3133,19.4,-2.7,-17.6,5,-8.8,-23.5,-31.6
9.3167,23.1,-1,-17.8,6.1,-10.2,-29.6,-38.5
9.32,17.8,1.3,-10.3,8.3,-8.8,-25.4,-32
9.3233,6.7,2.1,-1.1,9.8,-4.9,-10.2,-12.3
9.3267,-3.9,1,3.4,9.2,-0.6,7.6,9.9
9.33,-8.1,-0.8,1.4,6.9,1.6,15.9,19.1
9.3333,-3.8,-1.3,-3.9,4.8,0.2,6.9,6
9.3367,6.9,0.3,-7.3,4.2,-4.1,-16.6,-24.6
9.34,18.5,3,-6.2,5.1,-8.9,-41.4,-54.7
9.3433,24.4,4.9,-2.4,6,-10.8,-51.6,-64.1
9.3467,19.9,4.3,0.7,5.5,-7.9,-37.9,-43.9
9.35,5.1,1.4,0.9,3.7,-0.4,-4.2,-4
9.3533,-14.6,-2.3,-0.9,1.9,8.3,33.4,32.7
9.3567,-29.7,-4.5,-2.1,1.3,13.8,55.8,45.7
9.36,-32.3,-4.1,-1.6,2.3,13,52.2,30.3
9.3633,-20.5,-1.4,0,3.6,6.6,26.6,0.4
9.3667,-0.4,2.2,0.6,3.8,-1.7,-5.1,-23.2
9.37,17,5,-0.8,2.4,-7.1,-25.7,-28.2
9.3733,23.3,6.1,-2.9,0.4,-7,-27,-18.3
9.3767,17.1,5.6,-3.7,-0.5,-3,-14,-7.6
9.38,4.6,4.5,-1.6,0.9,1.2,0.5,-7
9.3833,-5.1,4.2,2.9,4,1.8,5.7,-15.5
9.3867,-6.8,5.3,7.6,7.1,-2,-0.1,-22.5
9.39,-1.6,6.8,10,8.4,-8,-10.8,-18.9
9.3933,4.9,7.2,8.6,7.4,-12.7,-18,-6.1
9.3967,7.5,5.3,3.8,5.3,-13.5,-18.1,5.8
9.4,5.1,1.4,-2.2,3.8,-10.5,-12.9,7.4
9.4033,0.6,-2.3,-6.9,3.8,-5.4,-6.3,-1.6
9.4067,-1.6,-3.2,-8.5,5,-0.5,-1.5,-13
9.41,0.5,-0.9,-6.9,6.5,2.7,0.9,-18.6
9.4133,5.8,2.9,-4.1,7.1,3.7,0.1,-17.8
9.4167,10.8,5,-2.8,6.2,2.5,-4.9,-17.2
9.42,12.6,3.5,-4.6,3.9,-0.6,-14.6,-22.9
9.4233,10.9,-0.4,-8.8,0.9,-4.6,-26.4,-33.3
9.4267,7.2,-3.6,-12.7,-1.6,-8.4,-34.5,-40.1
9.43,4.1,-3.3,-13.9,-2.7,-10.3,-34,-36.1
9.4333,2.6,0.1,-11.9,-2.1,-9.4,-24.2,-22.2
9.4367,2.5,3.2,-9.1,-1,-5.7,-10,-7.1
9.44,2.6,2.5,-8.7,-0.8,-0.7,1.4,1.1
9.4433,2,-2.5,-11.8,-1.8,3.4,6.2,1.4
9.4467,1.2,-8.5,-16.3,-3.5,5,5.1,-0.1
9.45,1.3,-10.7,-18.4,-4,3.7,1.9,2.7
9.4533,3.6,-6.8,-15.4,-2.4,0.5,-1.3,8.5
9.4567,8,1,-8.2,0.8,-3.1,-5.9,9.9
9.46,13.3,7.6,-0.6,3.8,-5.8,-14.3,0.2
9.4633,17.5,8.6,3.3,5.1,-7.3,-25.8,-18.6
9.4667,18.8,3.7,2.3,4.1,-7.5,-35.4,-35.8
9.47,16.5,-3.4,-1.9,1.7,-6.7,-36.8,-39.8
9.4733,11.1,-8.3,-5.9,-1,-4.5,-27.7,-27.7
9.4767,4,-8.7,-8.1,-3.5,-0.5,-11.8,-7
9.48,-3.2,-6,-9,-5.4,5,3.3,9.6
9.4833,-8.4,-3.2,-10.5,-6.6,10.4,11.4,14
9.4867,-10.1,-2.7,-13,-6.6,13.9,10.9,7.2
9.49,-7.8,-4.4,-15.4,-5,13.9,4.4,-3.6
9.4933,-2.4,-6.4,-15.8,-1.9,10.8,-4.4,-11.6
9.4967,3.6,-7.2,-13.5,1.3,6.4,-13.7,-15
9.5,7.3,-6.2,-10,3,3.4,-22.4,-15.9
9.5033,6.6,-4.2,-7,2.2,3.3,-28.4,-15.7
9.5067,1.8,-2,-5.5,0.1,6.1,-28.5,-13.3
9.51,-4.7,0.2,-4.8,-1.5,10.1,-20.6,-6.9
9.5133,-9.1,2.7,-3.4,-0.8,13.2,-7.5,2.5
9.5167,-8.8,5.2,-0.7,1.9,13.7,3.4,9.6
9.52,-3.4,6.9,2,4.6,11.4,4.3,8.4
9.5233,4.4,6.3,3,5.4,7.2,-6.6,-2
9.5267,10.7,2.9,1.5,4,3.2,-22.7,-15.1
9.53,11.8,-2.2,-1.8,1.7,1.2,-32,-21.5
9.5333,7.1,-6.7,-4.9,0.2,2.7,-25.9,-15.1
9.5367,-0.6,-8.4,-6.1,0.2,7.4,-5.5,1.2
9.54,-6.4,-5.9,-5,0.9,13.5,18.1,17.5
9.5433,-6.3,-0.1,-2.2,1.6,17.7,31,24
9.5467,0.8,6.8,1.4,2.4,17.6,25.9,18.2
9.55,11.6,12.1,4.8,3.9,12.9,7,6.6
9.5533,20.5,14.2,7.4,6.2,6.5,-13.2,-0.6
9.5567,23.2,12.7,8,7.9,2.2,-23,2.7
9.56,19.6,9,6,7.3,2.3,-19.1,14.2
9.5633,13,4.9,1.8,3.6,6.1,-7.7,25.6
9.5667,8.1,2.3,-3.2,-2,10.3,1.4,29.2
9.57,7,1.9,-6.6,-6.7,12,2.9,24.4
9.5733,8,3,-7.1,-8.7,10.4,-0.5,16.7
9.5767,8.1,4.5,-5.1,-7.6,7.6,-1.9,13.1
9.58,5.6,5.4,-2.2,-5.2,6.3,1.9,15.4
9.5833,2.6,5.4,0,-3.1,7.3,7.5,18.9
9.5867,2.4,4.7,0.8,-1.9,8.7,7.4,16.8
9.59,6.6,4.1,0.7,-1.2,8,-2,6.7
9.5933,12.3,3.8,0.3,0.1,4.9,-16,-6.4
9.5967,13.9,3.2,-0.5,2.2,1.4,-23.9,-14
9.6,8,1.8,-2,4,0.5,-18.2,-10.2
9.6033,-3.5,-0.4,-4.5,4.3,3.3,-1.5,2.7
9.6067,-13.3,-2.6,-7.2,2.8,7.6,14.8,16.5
9.61,-14.1,-3.2,-8.8,0.2,9.8,18.8,22.9
9.6133,-4.1,-1.3,-8.5,-1.6,7.8,7.8,19.6
9.6167,11.2,2.5,-6.3,-1.9,2.7,-9.6,11.3
9.62,22.6,6.6,-3.7,-0.9,-1.9,-20.2,5.6
9.6233,23.8,8.9,-2.1,-0.1,-3,-16.4,6.8
9.6267,15.2,8.2,-2.4,-0.2,-0.4,-1.7,13.1
9.63,3.4,5.1,-4.6,-1.2,3.1,12.7,18.8
9.6333,-4.4,1.1,-7.8,-2.5,4.7,16.5,18.9
9.6367,-4.9,-2,-10.7,-3.7,3.7,7.7,12.4
9.64,-0.5,-3.1,-11.8,-4.5,2,-7.2,2.9
9.6433,3.7,-2.3,-10.3,-4.9,2.3,-18.8,-4.6
9.6467,4.5,-0.2,-6.4,-4.6,5.7,-21.2,-6.6
9.65,2,2.6,-1.4,-3.1,10.7,-15.1,-2.7
9.6533,-1.2,5.4,3,-0.6,14.4,-5.3,5.1
9.6567,-2.8,7.8,5.1,2,14.8,3.4,13.8
9.66,-2.4,9.3,4.6,3.8,12.3,8.1,20
9.6633,-1.3,9.3,2.8,4,8.7,8.2,21.3
9.6667,-0.7,7.7,1.5,3.1,6.3,4,16.7
9.67,-0.7,4.8,1.5,1.8,5.6,-3.2,7.8
9.6733,-0.6,1.5,2.3,0.7,5.9,-10.7,-1.5
9.6767,-0.2,-1.2,2.7,0,5.9,-14.9,-6.1
9.68,-0.3,-2.4,1.5,-0.7,5.2,-13.6,-3.3
9.6833,-1.4,-1.7,-0.6,-1.3,4.3,-7.6,5.7
9.6867,-3.4,0.8,-2.2,-1.6,3.8,-0.5,16.1
9.69,-4.8,4.3,-2.1,-1,4.4,3.3,22.4
9.6933,-4.3,7.2,-0.3,0.5,6,2.8,22.1
9.6967,-1.9,7.9,1.9,2.2,8.3,0.5,17.1
9.7,1.2,5.5,3.1,3.2,10.5,0.1,11.7
9.7033,3.5,0.7,2.8,3.1,11.8,2.8,9.7
9.7067,4.2,-3.9,1.8,2.3,11.7,5.9,11.3
9.71,3.8,-5.9,1.2,2.1,9.8,5.2,14.3
9.7133,3.2,-3.9,1.4,3.3,6.5,-1,15.8
9.7167,2.5,0.8,2.1,5.4,3.2,-10,14.7
9.72,2,5.1,2.3,6.7,1.1,-16.7,11.8
9.7233,1.4,6.4,1.5,5.6,1.2,-17.6,8.5
9.7267,1.3,3.8,-0.5,2.1,3.3,-13.8,5.7
9.73,1.4,-0.8,-3.1,-2.1,6.2,-9,3.9
9.7333,1.3,-4.6,-5.7,-4.8,8.9,-6.5,3.4
9.7367,0,-5.8,-7.7,-5.1,10.6,-6.2,4.5
9.74,-2.6,-4.3,-8.4,-3.6,10.9,-5.6,7.2
9.7433,-5,-1.4,-7.2,-1.7,9.6,-3.1,10.3
9.7467,-5.2,0.9,-4.1,-0.7,6.7,0,11.8
9.75,-2.4,1.8,-0.2,-0.3,2.7,0.5,10.3
9.7533,1.7,1.1,2.7,-0.2,-1.3,-3.2,6.3
9.7567,3.7,-0.5,3.2,-0.1,-3.7,-9.3,1.8
9.76,1.6,-2.6,0.9,-0.5,-3.1,-13,-0.7
9.7633,-3,-4.5,-2.7,-2.1,0.2,-10.8,-0.4
9.7667,-6.3,-5.6,-5.3,-4.7,4.8,-3.8,2
9.77,-5.1,-5.4,-5.4,-7.1,8.1,3.4,5
9.7733,0.1,-3.8,-3,-7.7,8.4,5.8,7.7
9.7767,5.2,-1.3,0.5,-5.5,5.8,2.4,9.6
9.78,5.8,0.7,3.3,-1.3,1.7,-3.7,10.8
9.7833,1.2,1.4,4.4,2.9,-2,-7.9,10.9
9.7867,-4.9,0.7,4.2,5,-4.1,-7.8,9.4
9.79,-7.6,-0.5,3.7,3.9,-4.7,-5.2,6.6
9.7933,-4.5,-1.5,3.2,0.3,-4.7,-3.9,3.4
9.7967,1.9,-2.6,2.3,-3.7,-4.4,-6.3,0.8
9.8,7,-4.5,0.5,-6.2,-3.9,-11.4,-0.9
9.8033,7.5,-7.5,-2.4,-6.6,-2.6,-15.9,-2.6
9.8067,3.8,-11.1,-5.4,-5.4,-0.7,-17.1,-5.3
9.81,-1,-13.6,-6.9,-3.8,1.2,-15,-9.1
9.8133,-4.3,-13.5,-6,-2.4,2.5,-11.8,-12.7
9.8167,-5.2,-10.8,-3.2,-1.6,2.8,-10.3,-14.2
9.82,-5,-6.8,0.1,-1.4,2.4,-10.9,-12.6
9.8233,-4.1,-3.5,2.3,-1.5,2.1,-12.7,-8.4
9.8267,-2.1,-2.1,2.8,-1.8,2.4,-13.8,-3.2
9.83,1.8,-2.2,2.1,-1.7,3.2,-13.6,1.2
9.8333,6.7,-2.9,1.1,-0.8,4.3,-12.3,4
9.8367,10,-3.4,0.1,0.5,5.6,-10.5,5.5
9.84,9.1,-3.6,-1.3,1.7,6.9,-8.1,6.6
9.8433,4.1,-4.3,-3.6,2.2,8.3,-4.5,8
9.8467,-1.8,-5.4,-6.3,1.9,9.4,-0.1,10.1
9.85,-4.9,-6.1,-8,1.6,9.8,3.9,12.4
9.8533,-3.6,-5.4,-6.8,2.3,9.5,5.5,13.9
9.8567,0.3,-3,-2.4,4,8.9,4,13.7
9.86,3,0.3,3.5,6,8.6,0.4,11.5
9.8633,2.6,2.8,7.8,6.9,9,-2.7,8.5
9.8667,-0.1,3.2,8.1,5.8,10.1,-3.5,6.2
9.87,-2.4,1.1,4.6,3,11,-1.9,6.1
9.8733,-1.9,-2.3,-0.2,-0.4,11.3,0.7,7.8
9.8767,0.7,-5.7,-3.1,-2.9,11.1,2.3,9.7
9.88,3.1,-7.6,-2.6,-3.5,10.7,2.1,9.8
9.8833,3,-7.6,0.3,-2.8,10.7,0.9,7.7
9.8867,0.2,-5.9,3.3,-1.8,11.1,0,4.7
9.89,-3.7,-3.2,4.3,-1.6,11.7,0.3,2.9
9.8933,-6.5,-0.1,3.6,-2.1,12,1.3,3.6
9.8967,-7.2,2.9,2.7,-2.4,12,1.9,6.5
9.9,-6,5.7,3.5,-1.5,11.4,1.3,9.8
9.9033,-3.9,8.2,6.2,0.9,10.5,-0.7,11.9
9.9067,-2,10.6,9.3,3.5,9.3,-3.2,12.5
9.91,-0.6,12.4,10.9,5,7.7,-5.1,11.8
9.9133,-0.2,12.8,9.6,4.6,6.2,-5.9,9.9
9.9167,-1.4,11,5.9,2.9,5.1,-6.1,6.5
9.92,-4.8,7.2,1.7,1.4,4.6,-7.1,1.1
9.9233,-10.1,2.6,-0.8,1.4,4.8,-10.3,-5.8
9.9267,-15.6,-0.4,-0.3,3.4,4.9,-15.6,-12.7
9.93,-19.2,-0.5,2.8,6.4,4.4,-21.4,-17.3
9.9333,-19.4,2,6.6,8.9,3.2,-24.7,-18.2
9.9367,-16.6,5.1,8.5,9.4,1.8,-23.2,-15
9.94,-12.7,6.1,6.5,7.5,1.2,-16.7,-8.8
9.9433,-9.7,3.9,0.8,4.3,1.9,-7.6,-1.7
9.9467,-8.7,-0.3,-6.6,1.3,3.4,-0.2,3.9
9.95,-8.9,-3.8,-12.2,-0.1,4.6,1.8,5.7
9.9533,-9,-4,-13.2,0,4.4,-2.1,3
9.9567,-8.3,-0.6,-8.6,1,2.5,-9.3,-3.2
9.96,-7.1,4.8,-0.3,2.1,-0.1,-15.3,-9.4
9.9633,-6.4,9.7,8.3,3.2,-1.5,-16.3,-11.7
9.9667,-6.5,12.6,14,4.3,-0.2,-11.1,-7.5
9.97,-6.6,13.7,14.8,5,4.2,-1.7,2.2
9.9733,-5.3,13.9,11.4,4.6,10.2,8.1,13
9.9767,-2.2,14.2,6.3,2.7,15.2,14.1,19.6
9.98,1.8,14.8,2.7,0.5,17.4,14.2,19.4
9.9833,4.6,15.3,2.8,-0.2,16.7,9.6,13.9
9.9867,4.9,15.6,7,1.8,14.7,3.8,8.1
9.99,3.3,15.9,13,5.7,13.6,0.7,6.4
9.9933,1.7,16.2,17.3,8.9,14.6,2.3,9.7
9.9967,1.6,16.3,16.8,8.8,17,7.4,15
10,3.3,15.5,10.9,4.6,18.8,12.1,17.9
10.0033,5.1,13.7,2,-1.9,18.4,12.9,16.3
10.0067,5.4,11.7,-5.7,-7.6,15.2,8.8,11.7
10.01,4,10.9,-9.3,-9.9,10.5,2.4,7.8
10.0133,1.6,11.8,-8.2,-8.5,6.2,-2.4,7.1
10.0167,-0.6,13.4,-4.9,-5.3,3.6,-3.2,9.5
10.02,-2.2,13.9,-2.1,-2.6,2.9,-0.6,12.1
10.0233,-3.6,12,-1.2,-1.8,3.6,2.6,12.8
10.0267,-4.8,8.1,-1.1,-2.1,4.8,3.8,11.2
10.03,-5.3,4.3,-0.2,-1.9,5.7,2.2,9
10.0333,-3.9,3,2.3,-0.5,5.8,-1,7.9
10.0367,-0.7,4.3,4.9,1.6,4.6,-4.1,7.7
10.04,2.7,6.4,5.7,3,2.5,-6.2,6.6
10.0433,4.2,6.5,4,3.1,0.6,-7.4,3.2
10.0467,3,3.8,1.3,2.1,-0.2,-8.2,-1.8
10.05,0.1,-0.3,-0.3,1.3,1,-8.9,-5.9
10.0533,-1.8,-2.7,0.3,1.1,3.7,-9.5,-6.7
10.0567,-0.7,-1.5,2,1,6.3,-10,-4
10.06,3.2,2.4,2.7,0.6,7.3,-10.8,0.1
10.0633,7.4,6.3,1.6,-0.3,6.5,-12,2.8
10.0667,9.7,7.4,0,-0.7,4.9,-13.5,2.7
10.07,9.3,5.5,0.3,0.3,4.2,-14.7,0.7
10.0733,7.7,2.5,3.5,2.7,5.4,-14.8,-1.1
10.0767,6.8,0.9,7.3,4.9,8.3,-13.1,-1.1
10.08,7.6,1.2,7.9,5.4,11.3,-9.7,0.2
10.0833,9.4,2.4,3.2,3.5,13,-5.5,1.4
