Time,E1,E2,E3,E4,E5,E6,E7
50.3533,2.3,-6.7,-0.4,1.1,-6.7,3.3,7.9
50.3567,4.5,-5.7,-1.2,0,-5.1,0.2,5.4
50.36,8.5,-3.4,-1.2,-1.5,-1.4,-1,4.1
50.3633,12.4,-0.7,-0.1,-2.6,3.1,0.5,4.5
50.3667,14.6,1.6,1.7,-2.6,6.2,3.5,6.4
50.37,14.7,2.6,3.4,-1.3,6.7,6.1,8.5
50.3733,13,2.5,4.6,0.7,4.8,7.6,9.6
50.3767,10,1.4,4.8,2.6,2.1,8.5,9.1
50.38,6.3,-0.5,3.8,3.4,-0.2,9.6,7.4
50.3833,2.4,-3.1,1.4,3.1,-1.9,10.7,5.1
50.3867,-0.4,-6,-1.9,1.8,-3.8,10.4,2.7
50.39,-0.8,-8.4,-5.2,0.5,-5.9,8,0.3
50.3933,1.7,-9,-7.1,0.1,-7.3,4.9,-1.5
50.3967,6.4,-6.8,-6.7,0.8,-6.3,3.8,-1.7
50.4,11.3,-2.3,-4.2,2,-2.4,6.5,0.1
50.4033,14.4,2.6,-0.7,2.8,2.5,12.2,3.6
50.4067,14.5,5.6,2,2.8,5.3,17,6.9
50.41,12.1,5.6,3.2,2.1,3.7,17.4,7.9
50.4133,9,3.3,2.9,1.5,-1.9,12.8,6
50.4167,7,0.7,2.4,1.4,-8.7,6.1,2.9
50.42,6.7,-0.2,2.5,1.8,-13.1,1.3,1
50.4233,7.8,0.8,3.4,2.4,-13.6,0.7,1.7
50.4267,9.1,2.6,4.5,2.6,-11.2,3.3,4.2
50.43,9.7,3.5,5,2.4,-8.3,5.8,6.4
50.4333,9.4,2.7,4.8,1.8,-6.8,6,6
50.4367,8.7,1.1,4.4,1.5,-6.7,4,3.1
50.44,8.7,0.4,4.7,1.8,-6.7,1.8,-0.4
50.4433,9.7,1.8,5.8,3,-5.9,1.3,-2
50.4467,11.9,5.3,7.3,4.6,-4.1,2.6,-0.4
50.45,14.3,9.4,8.5,6,-2.3,4.2,3.6
50.4533,16,12.3,9,6.7,-1.3,4.4,8
50.4567,16.2,12.8,8.7,6.7,-1.4,3.3,10.5
50.46,14.5,10.3,7.9,6.5,-2.2,2,9.9
50.4633,11.1,5.6,6.5,6.3,-3.2,2.1,6.4
50.4667,6.8,-0.3,4.2,5.9,-4.2,4.2,1.5
50.47,2.7,-6,0.7,4.8,-5.2,7.3,-2.8
50.4733,-0.2,-10.1,-3.3,3,-5.7,9.6,-4.8
50.4767,-1.3,-11.8,-6.4,1.2,-5.3,9.7,-4
50.48,-0.1,-10.9,-7.2,0.4,-3.8,7.2,-1.3
50.4833,2.6,-8.2,-5.5,1.4,-1.7,3,1.2
50.4867,5.7,-5.1,-2,3.9,0.3,-0.9,1.8
50.49,8.1,-2.8,1.6,6.6,1.2,-2.8,0.2
50.4933,8.8,-1.7,4,8.2,1.1,-1.9,-2.1
50.4967,7.7,-1.3,5,8.1,0.5,1.1,-3.1
50.5,5.7,-0.9,5.1,6.8,0.5,4.4,-1.9
50.5033,4,0.5,5.2,5.4,1.6,6.3,1.1
50.5067,3.4,2.7,5.4,4.7,3.5,6.2,4.3
50.51,4.1,5.1,5.5,5,5.4,5.6,6.7
50.5133,5.7,6.6,4.9,5.5,6.4,5.9,8.2
50.5167,7.3,6.7,3.5,5.3,6.1,7.7,9.4
50.52,8,5.2,1.7,4.1,4.5,9.5,10.4
50.5233,7.6,2.9,-0.1,2.3,2.1,9.1,10.3
50.5267,6,0.4,-1.7,1,-0.3,5.5,7.9
50.53,3.6,-1.6,-3,0.9,-1.9,0.3,3
50.5333,1.1,-2.8,-4.1,2,-2.5,-3.7,-3.1
50.5367,-1,-3.5,-4.7,3.2,-2.2,-4.4,-7.7
50.54,-2,-3.8,-4.4,4,-1.7,-2.5,-9.1
50.5433,-1.8,-4.4,-2.9,4.2,-1.7,-0.6,-7.3
50.5467,-0.8,-5.2,-0.6,4.2,-2.5,-1.1,-4.2
50.55,0.1,-6.2,1.3,4.2,-3.8,-3.8,-1.8
50.5533,0.2,-6.5,1.7,4.1,-4.7,-6,-1.1
50.5567,-0.8,-5.2,0.5,3.8,-4.8,-4.7,-0.9
50.56,-2.5,-1.9,-1.4,3.2,-4.1,0.3,0.5
50.5633,-4,2.9,-2.7,2.6,-3.3,6.3,3.8
50.5667,-4.2,7.9,-2.5,2.4,-3.2,9.7,7.4
50.57,-2.7,11,-1.2,3,-3.9,8.3,8.7
50.5733,0.2,11.3,0.2,4.6,-5.1,3.6,6.1
50.5767,3.6,8.9,0.8,7,-5.9,-1.4,0.7
50.58,6.6,5.6,0.6,9.7,-5.7,-3.6,-4.4
50.5833,8.3,3.2,0.5,11.7,-4.5,-2.4,-5.9
50.5867,8.2,2.7,1.2,12.1,-2.8,1,-3
50.59,6.3,3.5,2.6,10.8,-1.1,4.7,2.2
50.5933,3.4,4.4,3.9,8.3,0.2,7.2,6
50.5967,0.8,4.1,4,5.9,1.4,8.3,6.1
50.6,-0.3,2.7,2.7,4.9,2.5,7.6,2.9
50.6033,0.7,1.2,1,5.5,3.8,5.5,-0.9
50.6067,3,0.7,0.4,7.5,4.8,2.5,-2.5
50.61,4.8,1.3,1.8,9.6,5.6,0.4,-1
50.6133,4.8,2.5,4.3,10.8,6.2,0.9,2.1
50.6167,2.9,3.4,6.4,10.7,6.7,4.3,4.6
50.62,0.8,3.4,6.8,9.8,7.1,8.6,5
50.6233,0.7,3,5.4,8.8,6.9,10.3,3.6
50.6267,3.6,2.9,3.6,8.8,5.5,7.2,1.4
50.63,8.2,3.4,2.9,9.6,3,0,-0.2
50.6333,11.9,4.2,4,10.7,-0.1,-7.3,-0.7
50.6367,12.7,4.5,6.3,11.2,-2.3,-10.2,-0.1
50.64,10.5,3.8,8.2,11.1,-2.6,-6.8,1.5
50.6433,7.3,2.4,8.8,10.8,-1.1,0.2,3.7
50.6467,5.2,0.7,8.1,11,1,5.8,5.9
50.65,5.1,-0.6,7,11.5,2.4,5.9,6.8
50.6533,5.8,-1.2,6.3,11.4,2.4,0.3,5.2
50.6567,5.3,-1,6.4,10,1.5,-7,1.6
50.66,2.8,-0.2,7.3,7.7,1.1,-11.1,-2.1
50.6633,-0.5,1.4,8.7,5.9,2,-9.1,-3.3
50.6667,-2.7,3.7,10.6,5.8,3.8,-2.3,-0.6
50.67,-2.2,6.6,12.8,7.8,5.2,5,5
50.6733,0.5,9.5,14.8,10.6,5.1,8.7,10.5
50.6767,3.7,11.7,16.2,12.7,3.4,7.5,13.3
50.68,5.5,12.9,16.6,12.8,1.5,3.2,12.5
50.6833,5.3,13.2,16,10.9,0.6,-1,9.8
50.6867,3.9,12.9,15.1,8.2,1,-2.8,7.6
50.69,2.5,11.9,14.8,6,1.8,-1.9,7.3
50.6933,1.7,10.3,15,5.1,2.1,0.4,8.6
50.6967,1.5,7.7,15.3,5.4,1.2,2.7,10.2
50.7,1.1,4.7,14.9,6,-0.1,4.8,10.5
50.7033,0.6,2,13.5,6.6,-0.7,6.7,9.5
50.7067,0,0.9,11.8,7,-0.1,8.2,7.5
50.71,-0.1,1.9,10.3,7.6,1.1,8.4,5.2
50.7133,0.6,4.5,9.4,8.2,1.7,6.9,3
50.7167,2,7.3,8.6,8.4,0.9,4.2,1.3
50.72,3.9,9.3,7.3,7.4,-0.7,2.2,1
50.7233,6,10,5.2,5.3,-1.8,2.9,2.4
50.7267,8.1,9.3,2.9,3.1,-1.6,6.6,5.5
50.73,9.5,7.8,0.9,1.6,-0.2,11.1,9
50.7333,9.8,5.5,-0.4,1,1.4,13.3,10.6
50.7367,8.5,2.4,-1.1,0.6,2.2,11.2,9.1
50.74,5.8,-1.1,-1.8,-0.1,2,6,4.9
50.7433,2.7,-4.5,-2.5,-1.2,1.4,0.6,-0.2
50.7467,0.1,-6.6,-2.9,-1.8,1,-2.1,-4
50.75,-1.3,-7.2,-2.6,-1.5,0.8,-1.8,-5.4
50.7533,-1.9,-6.5,-1.1,0,0.1,-0.4,-5.2
50.7567,-2.2,-5.8,1,2.2,-1.4,-0.8,-5.2
50.76,-2.9,-5.9,3.5,4.3,-3.4,-3.7,-6.4
50.7633,-3.9,-6.9,5.7,6.1,-4.7,-7.6,-8.7
50.7667,-5,-7.8,7.3,7.4,-4.7,-9.6,-10.7
50.77,-5.9,-7.5,8.3,8,-3.5,-8.5,-11.2
50.7733,-6.4,-5.7,8.4,7.7,-2.3,-5.1,-9.9
50.7767,-6.6,-2.8,7.8,6.6,-2.3,-2.5,-7.9
50.78,-6.5,0.2,6.9,5,-3.7,-2.7,-6.5
50.7833,-5.9,2.6,6.4,3.7,-5.9,-5.7,-6
50.7867,-4.8,4.2,6.6,3.2,-7.9,-9,-6.1
50.79,-3.6,5.2,7.1,3.4,-9,-9.6,-5.8
50.7933,-2.7,5.5,6.9,3.8,-9.1,-6.4,-4.7
50.7967,-2.5,5,5.5,3.5,-8.7,-0.8,-2.9
50.8,-2.9,3.9,3.2,2.2,-8,4.4,-1.2
50.8033,-2.9,2.7,1,0.4,-7,6.8,-0.1
50.8067,-1.7,2.3,0.4,-0.5,-5.5,6.1,0.4
50.81,0.5,3.4,2,0.4,-4,4,0.7
50.8133,2.8,5.8,4.9,3,-2.8,2.5,1.3
50.8167,4.1,9,7.8,5.7,-2.5,3.2,2.6
50.82,3.9,12.1,9.4,7.1,-3,5.6,4.6
50.8233,2.8,14.4,9,6.7,-3.8,8.4,7.3
50.8267,2.3,15.9,7.3,5.4,-4.4,10.1,9.8
50.83,3.7,16.5,5.1,4.5,-5,9.8,11.2
50.8333,6.5,15.8,3.5,4.9,-5.6,7.7,10.6
50.8367,9.4,14,2.8,5.9,-6,4.8,8.1
50.84,10.3,11,2.8,6.5,-5.6,2.5,4.6
50.8433,8.2,7.4,2.8,6,-3.8,1.8,1.9
50.8467,3.6,4.1,2,4.3,-0.7,3.2,1.1
50.85,-1.8,1.5,0,2.4,2.7,5.8,1.9
50.8533,-5.8,-0.3,-2.5,1,4.9,7.9,2.8
50.8567,-7.3,-1.4,-4.5,0.4,5.3,7.9,2.1
50.86,-6.5,-2.1,-5,0.3,4.4,5.9,-0.6
50.8633,-4.6,-2.3,-3.9,0.4,3.6,3.7,-3.8
50.8667,-2.9,-1.5,-1.9,0.3,3.9,3.5,-5
50.87,-2.1,0.3,-0.1,0.1,5.5,6.5,-2.5
50.8733,-1.9,3.1,1.1,0.3,7.1,11.2,3
50.8767,-1.4,6,1.9,1,7.6,14.2,8.8
50.88,-0.1,8,2.9,1.9,6.6,13.1,11.4
50.8833,1.8,8.1,3.7,2.3,5,8.3,9.4
50.8867,3.3,6.3,3.6,1.7,3.9,3.2,4
50.89,3.6,3.4,2.1,0.4,4,1.5,-1.7
50.8933,2.9,1.1,-0.1,-0.4,4.9,4.3,-4.8
50.8967,2,1.1,-1.5,0.4,5.4,9.4,-3.9
50.9,2.2,3.9,-0.6,2.8,4.8,12.8,0.3
50.9033,3.8,8.5,2.4,5.7,3.2,12.2,5.4
50.9067,6.1,13,6.1,7.6,1.5,9.1,9.7
50.91,7.7,15.7,8.1,7.6,0.9,7,12.4
50.9133,7.8,15.9,7.7,6.4,1.5,8.7,13.7
50.9167,6.7,14.8,5.7,5.1,2.8,13.5,14
50.92,5.5,13.5,3.6,4.5,3.6,18.1,13.4
50.9233,5,12.7,2.3,4.8,3.4,18.8,11.5
50.9267,5.1,11.7,1.5,5.2,2.4,14.7,8.4
50.93,5.1,9.4,0,5,1.2,8.2,4.9
50.9333,4,5.6,-2.5,3.7,0.5,2.7,2.5
50.9367,1.9,1.3,-4.8,2,0.3,0.5,2.2
50.94,-0.1,-1.4,-5.3,0.5,0.3,1.5,3.8
50.9433,-1,-1.4,-3.4,-0.1,0.2,3.9,5.7
50.9467,-0.5,1,-0.3,0,0,5.7,5.6
50.95,0.6,4.2,2.2,0.3,-0.1,6.1,2.9
50.9533,1.4,6.3,2.8,0.1,0.3,5.2,-1
50.9567,1.2,6.8,2.1,-0.3,1.3,3.6,-3.6
50.96,0.6,6.3,1.9,-0.2,2.8,2.1,-3
50.9633,0.2,6,3.6,0.9,4.6,1.6,0.8
50.9667,0.6,6.5,6.9,2.9,6.4,2.9,5.2
50.97,1.6,7.7,9.9,4.7,7.8,5.7,7.3
50.9733,2.2,8.5,10.6,5.7,8.3,8.7,5.6
50.9767,1.9,8.4,8.2,5.3,7.5,9.8,1.4
50.98,0.3,7.1,3.8,3.8,5.2,7.7,-2.4
50.9833,-2.1,5.3,-0.9,1.9,2.1,3.6,-3.6
50.9867,-4.4,3.7,-4.1,0.3,-0.5,0.3,-1.7
50.99,-6,2.8,-5.1,-0.5,-1.4,0.2,1.4
50.9933,-6.2,3,-4.2,0.2,-0.3,3.5,3.7
50.9967,-5.1,4.1,-2.1,2,2.1,7.6,4
51,-2.9,5.7,0.5,4.3,4.2,9.2,2.9
51.0033,-0.5,7.3,2.8,6,5,6.8,1.8
51.0067,1.8,8.4,4.4,6.3,4.2,2.3,1.5
51.01,3.8,8.7,4.9,5.6,2.4,-0.8,1.8
51.0133,5.3,8.1,4.5,4.6,0.9,-0.4,1.9
51.0167,6.4,6.9,3.6,4,0.6,3.1,1.2
51.02,6.9,5,2.3,3.8,1.8,6.4,-0.1
51.0233,6.4,2.7,1,3.7,3.8,6.6,-1.1
51.0267,4.9,0.4,-0.1,3.2,6,3.2,-1.4
51.03,3.2,-1.2,-1,2.6,7.3,-1.7,-1.2
51.0333,2.2,-1.5,-1.2,2.3,7.4,-5,-1.5
51.0367,2.8,-0.3,-0.6,2.6,6.4,-5.1,-2.5
51.04,4.4,1.8,0.2,3.4,5,-2.8,-3.8
51.0433,6,3.4,0.5,3.9,3.6,-0.2,-4.4
51.0467,6,3.7,-0.5,3.5,2.6,1,-3.9
51.05,3.8,2.4,-2.7,1.8,1.5,0.6,-2.7
51.0533,0,0.2,-5.5,-0.5,0,-0.2,-2
51.0567,-3.6,-1.9,-7.8,-2.4,-2.1,-0.4,-2.4
51.06,-6,-3.4,-8.9,-2.9,-4,0.3,-3.5
51.0633,-7,-4.2,-8.7,-1.8,-4.9,0.9,-4.2
51.0667,-7.3,-4.6,-7.7,-0.1,-3.9,0.8,-3.5
51.07,-7.8,-4.4,-6,1.2,-1.4,0.3,-1.2
51.0733,-8.3,-2.9,-3.6,1.7,1.6,0.3,1.8
51.0767,-7.9,0.5,-0.5,2,4.2,1.9,4.4
51.08,-5.8,5.4,2.9,2.9,5.9,5.1,6.4
51.0833,-2,10.1,5.5,4.8,6.9,8.5,7.8
51.0867,1.8,12.6,6.1,6.8,7.8,10.2,9
51.09,3.5,11.9,4.6,7.8,8.4,9.1,9.6
51.0933,2.2,8.5,1.8,7.1,8.2,5.3,9
51.0967,-1.4,4.7,-0.6,5,6.4,0.5,7.1
51.1,-5.1,2.6,-1.4,2.8,3.3,-3.4,4.6
51.1033,-6.6,3.4,-0.6,1.7,0.1,-5.2,3
51.1067,-5.3,5.9,0.5,2.1,-1.7,-4.7,3.2
51.11,-2.6,7.7,0.5,3.5,-1,-2.6,4.6
51.1133,-0.6,6.6,-0.9,4.7,1.6,-0.2,5.6
51.1167,-0.9,2.3,-3,4.7,4.8,1.6,4.6
51.12,-3.3,-3.4,-4.1,3.6,6.7,2.1,1.6
51.1233,-6.3,-7.5,-3.4,1.9,6.6,1.5,-2
51.1267,-8.3,-8,-1.2,0.8,4.7,0.2,-4.3
51.13,-8.3,-4.8,0.8,0.4,2.4,-1.1,-4.4
51.1333,-6.9,0.1,1.2,0.2,0.5,-2.2,-2.8
51.1367,-5.3,4,-0.3,-0.7,-0.5,-2.9,-1.3
51.14,-4.5,5.2,-2.6,-2.2,-1.1,-3.4,-1.1
51.1433,-4.4,3.8,-3.9,-3.8,-1.8,-4.1,-2.7
51.1467,-4.5,1.2,-3.3,-4.4,-3,-5.1,-5.2
51.15,-4,-0.9,-0.9,-3.6,-4.4,-6.1,-7.6
51.1533,-2.7,-1.5,1.7,-2.2,-5.8,-6.6,-9
51.1567,-1.1,-0.7,3.2,-1.2,-6.7,-6.1,-8.7
51.16,0.4,0.7,3.2,-1,-7,-4.7,-6.7
51.1633,1.8,2.5,2.7,-1.5,-6.7,-2.6,-3.4
51.1667,3.1,4.5,3,-1.9,-5.8,-0.5,0.3
51.17,4.5,6.7,4.8,-1.5,-4.1,1,3.3
51.1733,5.7,8.8,7.4,0,-2.1,1.8,4.5
51.1767,6.3,10.4,9.5,2.3,-0.1,1.8,3.8
51.18,6.3,11.2,10.1,4.8,1.1,1.3,2.2
51.1833,5.9,11.2,9.1,6.9,1.6,0.7,1.5
51.1867,5.4,10.9,7.6,7.9,1.6,0.2,2.9
51.19,5.1,10.5,6.6,7.7,1.5,0,6.1
51.1933,5,10.2,6.6,6.7,1.8,-0.1,9.5
51.1967,4.6,9.9,6.8,5.1,2,-0.4,11
51.2,3.8,9.6,6.2,3.5,1.5,-1.3,9.6
51.2033,2.8,9.4,3.9,1.9,-0.1,-2.8,6.2
51.2067,1.6,9.3,0.4,0.5,-2.4,-4.2,2.8
51.21,0.2,9.1,-3,-0.1,-4.4,-4.9,1.3
51.2133,-1.4,8.9,-4.7,0.2,-5.1,-4.3,2.4
51.2167,-3.2,8.9,-3.7,1.7,-4.1,-2.7,5.3
51.22,-4.5,10.1,-0.2,3.9,-2.1,-0.6,8.7
51.2233,-4.6,13.3,4.4,6.2,-0.3,1,11.6
51.2267,-3,18.6,8.3,7.9,0.5,1.7,13.9
51.23,-0.3,24.8,10.7,8.6,0.2,1.7,16.3
51.2333,2,30.5,12.2,8.3,-0.5,1.9,19.4
51.2367,2.6,34.7,14.3,7.5,-0.6,3.2,23.4
51.24,1.5,38.1,18.2,7.2,0.5,5.8,27.9
51.2433,-0.3,41.7,23.8,8,2.5,9.2,32
51.2467,-1.9,45.9,29.1,9.6,4.4,12.2,34.8
51.25,-2.9,49.4,31.3,10.9,5.2,13.2,35.1
51.2533,-4.5,49.8,29.1,10.3,4.1,11.2,32.6
51.2567,-7.5,46,23.3,7.7,1.5,6.4,27.7
51.26,-12,38.9,17,4,-1.7,0.5,21.7
51.2633,-16.4,32,13.3,1,-4,-4.1,16.6
51.2667,-19.1,28.3,13.6,0,-4.5,-5.8,14.2
51.27,-19.5,28.9,16.3,0.5,-3,-4.4,14.8
51.2733,-18.7,32,18.4,1.3,-0.2,-1.4,17.7
51.2767,-18.3,34.7,17.5,0.9,2.8,1.3,21.1
51.28,-18.8,34.8,13.7,-1,5.2,2.9,23.7
51.2833,-18.9,32.8,8.9,-3.5,6.4,3.4,25
51.2867,-16.6,30.5,6,-5.4,6.5,3.7,25.7
51.29,-11.1,29.9,6,-5.6,5.9,4.2,26.3
51.2933,-3.7,30.8,7.9,-4.4,4.7,4.6,26.7
51.2967,2.9,31.7,9.5,-3.2,3.5,3.9,26.3
51.3,6.2,30.3,8.4,-3.1,2.7,1.9,23.9
51.3033,5.8,25.6,4.2,-4.8,2.7,-0.5,19.2
51.3067,3.1,18.4,-1.8,-7.7,3.5,-1.8,13.1
51.31,0.2,10.5,-7.3,-10.3,4.7,-1.4,7.3
51.3133,-1.7,4.3,-10.5,-11.5,5.6,0.5,3.9
51.3167,-2.5,1.1,-10.6,-11.1,5.9,2.3,3.6
51.32,-2.6,0.9,-7.9,-9.6,5.5,2.9,5.6
51.3233,-2.6,2.5,-3.8,-7.5,5.1,2.1,7.8
51.3267,-2.4,4.3,0.2,-5.2,5.1,1,8.2
51.33,-1.9,4.7,2.9,-2.7,5.6,0.4,5.9
51.3333,-1.1,3.6,4.2,-0.3,6.2,0.8,2.1
51.3367,-0.3,1.9,4.5,1.8,6.5,1.4,-1.1
51.34,0.4,1.1,4.8,3.6,6.5,1.7,-2.1
51.3433,1.2,2.4,6,5.3,6.7,1.6,-0.6
51.3467,2.7,5.1,7.9,7.4,7.8,1.9,1.9
51.35,4.8,7.8,9.8,9.6,9.9,3.5,3.8
51.3533,7.1,9,10.9,11.3,12.2,6.6,4.3
51.3567,8.9,8.3,10.7,11.7,13.9,9.8,4.1
51.36,9,6.4,9.5,10.2,14.2,11.8,4.3
51.3633,6.8,4.5,7.6,7.4,13,11.5,5.3
51.3667,2.9,3.1,5.6,4.1,10.8,9.3,6.4
51.37,-1.5,2.2,3.7,1.2,8.3,6.4,6.6
51.3733,-4.9,1,2,-0.6,6,4.4,5.4
51.3767,-5.9,-0.3,1.1,-0.9,4,4,3.7
51.38,-4.5,-1.2,1.6,-0.1,2.4,4.9,2.6
51.3833,-1.7,-1.1,3.1,1.1,1.4,6.2,2.3
51.3867,0.8,-0.5,4.6,1.7,1.1,6.9,2
51.39,1.9,-0.5,4.6,1.4,1.8,6.5,0.8
51.3933,1.4,-1.9,2.3,0.6,3.1,5.1,-1.4
51.3967,0.2,-4.7,-1.5,0,4.3,3.1,-3.1
51.4,-0.5,-7.3,-4.9,0.1,4.8,1,-2.8
51.4033,-0.3,-8.1,-6.2,0.7,4.2,-0.9,-0.1
51.4067,0.3,-6.7,-5.2,1,3,-2.3,3.5
51.41,-0.3,-4.7,-3.8,0.2,1.9,-2.7,5.5
51.4133,-2.8,-4.3,-4,-1.8,1.4,-2.1,4.2
51.4167,-7.3,-7.2,-6.5,-4.5,1.5,-1.2,-0.1
51.42,-12.7,-12.8,-9.9,-6.7,1.8,-1.1,-5.4
51.4233,-17.4,-18.9,-12,-7.7,1.4,-3.2,-9.8
51.4267,-20.1,-23,-11.4,-7.2,-0.3,-7.7,-12.6
51.43,-20.5,-24,-8.7,-5.9,-3.1,-13.2,-14.4
51.4333,-19.2,-22.5,-6,-4.8,-6.3,-17.4,-15.9
51.4367,-17.7,-20.3,-5.1,-4.7,-8.9,-18.4,-17.6
51.44,-17.4,-19.1,-6.2,-5.6,-10.2,-16,-19.2
51.4433,-19,-19,-8,-6.9,-10,-11.9,-20.1
51.4467,-21.7,-19.1,-8.5,-7.8,-8.7,-8.6,-20.2
51.45,-23.7,-18.1,-6.6,-7.9,-6.7,-7,-19.4
51.4533,-23.1,-15.2,-3,-7,-4.4,-6.4,-17.5
51.4567,-19.3,-10.4,0.7,-5.2,-1.7,-5.3,-14.5
51.46,-13.6,-4.9,3.3,-2.9,1.1,-2.9,-10.4
51.4633,-8.6,-0.1,4,-0.6,3.7,0.1,-6.3
51.4667,-6.2,3,3.2,1.2,5.6,2.2,-3.3
51.47,-6.5,4,2,1.9,6.4,2.5,-2.2
51.4733,-7.9,3.5,1.1,1.7,6.3,1.5,-2.6
51.4767,-8.2,2.3,0.9,1.2,5.5,0.8,-3.6
51.48,-6.6,1.3,1.5,0.8,4.7,1,-4.3
51.4833,-3.8,1.1,2.5,0.5,4.2,1.6,-4.9
51.4867,-1.1,1.9,3.4,-0.2,4,1.1,-6
51.49,0.6,2.8,3.9,-1.2,3.8,-1.2,-7.9
51.4933,1.8,2.9,3.6,-2.1,3.2,-4.3,-10.2
51.4967,3,1.4,2.7,-2.2,2.5,-6.2,-11.5
51.5,4.4,-1.7,1.3,-1.1,2.2,-5.7,-10.9
51.5033,5.3,-5.3,-0.2,0.5,2.6,-3,-8.6
51.5067,5,-7.7,-1.2,1.8,3.5,0,-5.7
51.51,4,-7.6,-1.2,2.6,4.5,1.7,-3.4
51.5133,3.9,-4.5,-0.1,3.2,4.8,1.9,-1.8
51.5167,5.9,0.4,2.1,4,4.1,1.9,-0.2
51.52,9.5,5,4.6,5.3,2.6,3.1,1.9
51.5233,12.9,7.2,6.5,6.6,1,5.6,4.1
51.5267,14.1,6.5,7.2,7.1,-0.1,7.9,4.9
51.53,12.4,3.6,7.1,6.5,-0.7,8.1,3.3
51.5333,9.4,0.5,6.9,5.2,-1.1,5.5,-0.3
51.5367,7.2,-1,7.5,3.8,-1.6,1.5,-3.9
51.54,6.8,-0.5,8.8,3.2,-2.4,-1.6,-5.7
51.5433,7.9,1.1,10,3.6,-2.9,-2.2,-5.1
51.5467,8.9,2.4,10.2,4.9,-2.7,-0.6,-3.3
51.55,8.5,2.3,9.5,6.1,-2,1.4,-2.2
51.5533,7.1,1.1,8.7,6.8,-0.9,2.1,-2.5
51.5567,5.8,-0.2,8.7,6.7,-0.1,1.2,-3.5
51.56,5.6,-0.4,9.8,5.8,0.3,0,-3.6
51.5633,6.6,1.2,10.9,4.4,0.7,-0.1,-1.7
51.5667,8.1,3.7,10.5,2.7,1.6,1.5,1.4
51.57,9.1,5.7,8,0.9,2.8,3.7,3.8
51.5733,9.4,6.1,4.3,-0.5,3.8,4.8,4.1
51.5767,9.2,4.5,1,-0.8,3.7,3.8,2.3
51.58,9.3,1.8,-0.4,-0.2,1.8,1.2,0.2
51.5833,9.6,-0.6,0.1,0.9,-1.6,-1.6,-0.5
51.5867,9.8,-2.3,1,1.4,-5.2,-3.5,0.6
51.59,8.8,-3.6,0.5,0.7,-7.8,-3.9,2
51.5933,6.4,-5.5,-2.1,-1.1,-8.5,-3.1,1.9
51.5967,2.6,-8.8,-6.4,-3.3,-7.8,-1.8,-0.5
51.6,-1.8,-13.2,-11.1,-5.4,-6.6,-0.8,-4.5
51.6033,-5.7,-17.7,-14.8,-7.2,-6.2,-0.4,-8.3
51.6067,-8.3,-20.9,-17,-8.4,-7.1,-1.2,-10.8
51.61,-9.2,-22,-17.6,-8.8,-8.7,-3.1,-11.8
51.6133,-8.5,-21.2,-17.1,-7.9,-9.8,-5.4,-12
51.6167,-6.7,-19,-15.7,-5.9,-9.2,-6.6,-11.8
51.62,-4.7,-16.4,-13.6,-3.5,-6.5,-5.3,-10.7
51.6233,-3,-14,-11.2,-1.6,-2.4,-1.4,-8.1
51.6267,-1.9,-11.9,-9.2,-0.7,1.6,3.3,-4.2
51.63,-1.2,-10.7,-8.3,-0.9,4,5.6,-0.4
51.6333,-0.7,-10.6,-8.5,-1.4,4.1,3.7,1.2
51.6367,-0.2,-11.8,-9.5,-1.7,2.1,-1.9,-0.4
51.64,-0.2,-13.7,-10.2,-1.4,-0.9,-7.9,-4.4
51.6433,-1,-15.3,-10.1,-0.9,-3.8,-11,-8.5
51.6467,-2.5,-15.6,-9.1,-0.5,-5.9,-10.1,-10.6
51.65,-4.5,-14.4,-7.7,-0.4,-7.4,-7.2,-10.4
51.6533,-6.1,-12.4,-6.5,-0.4,-8.6,-5.4,-9
51.6567,-6.9,-10.6,-5.8,-0.1,-9.2,-6.2,-8.1
51.66,-7.1,-9.6,-5.2,0.5,-8.6,-8,-8.1
51.6633,-6.9,-9.3,-4.5,0.9,-6.2,-7.8,-8.1
51.6667,-6.7,-8.7,-3.7,0.3,-2.2,-4,-6.9
51.67,-6.1,-7.5,-3.4,-1.7,2,1.8,-4.2
51.6733,-4.9,-6.2,-4,-4.3,4.8,5.6,-1.4
51.6767,-3.2,-5.7,-5.8,-6.3,5.1,4.3,-0.4
51.68,-1.8,-6.6,-8,-6.7,3.6,-1.2,-1.9
51.6833,-1.5,-8.3,-9.3,-5.6,1.7,-7,-4.8
51.6867,-3,-9.2,-8.6,-3.7,0.8,-8.6,-6.8
51.69,-5.8,-8.2,-6,-2.1,1,-4.7,-6.1
51.6933,-8.4,-5.6,-2.7,-1.3,1.3,1.5,-2.9
51.6967,-9.6,-3.2,-0.7,-1,0.4,5.1,0.5
51.7,-8.9,-3.2,-1.2,-0.9,-1.9,2.9,1.7
51.7033,-7,-6.2,-3.8,-0.7,-4.5,-3.7,-0.2
51.7067,-5.3,-10.8,-6.4,-0.1,-5.8,-10.1,-3.9
51.71,-4.5,-14.2,-7.3,0.8,-5.4,-11.9,-6.6
51.7133,-4.9,-14.6,-5.6,1.9,-3.9,-8.5,-6.6
51.7167,-5.8,-11.8,-2.3,2.6,-2.8,-2.8,-4.1
51.72,-6.8,-7.8,0.6,2.4,-3.1,0.3,-1.1
